0.624,0.622,1697297569.6250193
0.622,0.622,1697297569.6255286
0.618,0.628,1697297569.6410568
0.61,0.632,1697297569.6564488
0.6,0.636,1697297569.6717665
0.6,0.638,1697297569.6717665
0.598,0.638,1697297569.6730986
0.596,0.638,1697297569.6741056
0.582,0.642,1697297569.6875043
0.58,0.642,1697297569.6875043
0.56,0.644,1697297569.7030084
0.534,0.646,1697297569.7190366
0.504,0.646,1697297569.7343228
0.476,0.64,1697297569.7499957
0.474,0.64,1697297569.7499957
0.472,0.638,1697297569.7499957
0.444,0.628,1697297569.7650225
0.418,0.614,1697297569.7803044
0.416,0.614,1697297569.7803044
0.394,0.598,1697297569.7956207
0.392,0.598,1697297569.7956207
0.374,0.576,1697297569.8120198
0.362,0.558,1697297569.826999
0.356,0.538,1697297569.8422768
0.354,0.538,1697297569.8422768
0.352,0.518,1697297569.8582478
0.352,0.5,1697297569.8738513
0.352,0.498,1697297569.8738513
0.354,0.478,1697297569.8903658
0.354,0.476,1697297569.8913705
0.36,0.458,1697297569.9062006
0.37,0.438,1697297569.9215453
0.384,0.42,1697297569.936953
0.386,0.418,1697297569.936953
0.402,0.4,1697297569.9527504
0.426,0.382,1697297569.9684587
0.45,0.368,1697297569.9839432
0.452,0.368,1697297569.9839432
0.478,0.356,1697297569.9992323
0.506,0.35,1697297570.0147076
0.508,0.35,1697297570.0147076
0.536,0.346,1697297570.0308075
0.538,0.346,1697297570.0308075
0.566,0.344,1697297570.0459554
0.592,0.346,1697297570.0620651
0.61,0.35,1697297570.0780985
0.62,0.352,1697297570.094635
0.62,0.354,1697297570.0951407
0.622,0.354,1697297570.1106715
