0.31,0.598,1697298050.2076356
0.31,0.588,1697298050.223152
0.31,0.586,1697298050.223152
0.312,0.57,1697298050.237942
0.312,0.568,1697298050.237942
0.318,0.546,1697298050.2536662
0.318,0.544,1697298050.2541733
0.328,0.512,1697298050.2695436
0.328,0.51,1697298050.2695436
0.34,0.478,1697298050.284725
0.34,0.476,1697298050.284725
0.354,0.442,1697298050.300523
0.354,0.44,1697298050.300523
0.368,0.41,1697298050.3157985
0.37,0.408,1697298050.3167996
0.384,0.378,1697298050.3313534
0.398,0.356,1697298050.3470109
0.41,0.344,1697298050.362747
0.412,0.344,1697298050.362747
0.418,0.34,1697298050.3782413
0.424,0.338,1697298050.3938546
0.436,0.342,1697298050.4097338
0.454,0.354,1697298050.424725
0.48,0.374,1697298050.4404101
0.508,0.398,1697298050.4558942
0.51,0.4,1697298050.4558942
0.544,0.432,1697298050.472233
0.546,0.434,1697298050.4732425
0.572,0.462,1697298050.4878838
0.574,0.464,1697298050.4878838
0.596,0.492,1697298050.5032523
0.612,0.518,1697298050.5187924
0.622,0.538,1697298050.5348034
0.628,0.55,1697298050.5504036
0.63,0.556,1697298050.565588
0.634,0.554,1697298050.6122975
0.636,0.552,1697298050.6279404
