0.42,0.474,1697297605.6285236
0.432,0.47,1697297605.6439312
0.434,0.47,1697297605.6439312
0.452,0.468,1697297605.6592023
0.474,0.468,1697297605.6749353
0.476,0.468,1697297605.6749353
0.504,0.468,1697297605.690588
0.506,0.468,1697297605.690588
0.534,0.47,1697297605.7060387
0.558,0.476,1697297605.7218094
0.56,0.476,1697297605.7218094
0.584,0.486,1697297605.7371736
0.602,0.5,1697297605.7527099
0.604,0.5,1697297605.7527099
0.618,0.514,1697297605.7684212
0.618,0.516,1697297605.7684212
0.628,0.532,1697297605.7843943
0.63,0.534,1697297605.7843943
0.636,0.55,1697297605.8000097
0.64,0.568,1697297605.8150144
0.642,0.59,1697297605.8305213
0.642,0.592,1697297605.8305213
0.644,0.612,1697297605.845771
0.644,0.614,1697297605.845771
0.644,0.634,1697297605.8609383
0.644,0.636,1697297605.8609383
0.64,0.656,1697297605.8763487
0.63,0.674,1697297605.892026
0.62,0.686,1697297605.907856
0.618,0.688,1697297605.907856
0.604,0.698,1697297605.923086
0.586,0.706,1697297605.9389422
0.564,0.71,1697297605.9549558
0.536,0.71,1697297605.9702332
0.506,0.71,1697297605.9856133
0.504,0.71,1697297605.9866135
0.466,0.704,1697297606.0010424
0.426,0.694,1697297606.0165017
0.424,0.694,1697297606.0165017
0.382,0.684,1697297606.032514
0.38,0.684,1697297606.0335226
0.342,0.668,1697297606.0481088
0.306,0.652,1697297606.0641186
0.28,0.632,1697297606.0797343
0.278,0.63,1697297606.0797343
0.26,0.608,1697297606.095009
0.246,0.584,1697297606.1110163
0.238,0.558,1697297606.1268294
0.238,0.556,1697297606.1268294
0.236,0.528,1697297606.1429465
0.236,0.494,1697297606.159039
0.242,0.46,1697297606.1749394
0.244,0.458,1697297606.1749394
0.252,0.426,1697297606.1901321
0.264,0.39,1697297606.2060401
0.28,0.354,1697297606.2219474
0.28,0.352,1697297606.2219474
0.298,0.32,1697297606.237948
0.3,0.318,1697297606.237948
0.324,0.288,1697297606.2535746
0.326,0.286,1697297606.2535746
0.352,0.262,1697297606.269533
0.354,0.26,1697297606.269533
0.382,0.242,1697297606.2849133
0.384,0.24,1697297606.2849133
0.418,0.224,1697297606.3004234
0.42,0.224,1697297606.3004234
0.456,0.214,1697297606.316087
0.494,0.21,1697297606.3319516
0.496,0.208,1697297606.3319516
0.534,0.208,1697297606.3479648
0.536,0.208,1697297606.3479648
0.572,0.208,1697297606.363254
0.602,0.208,1697297606.3789523
0.604,0.208,1697297606.3789523
0.606,0.21,1697297606.3799927
0.628,0.212,1697297606.3944325
0.648,0.214,1697297606.4100614
0.658,0.214,1697297606.4261389
