0.494,0.734,1697298002.6661758
0.492,0.734,1697298002.667177
0.488,0.722,1697298002.6801841
0.488,0.72,1697298002.6801841
0.484,0.704,1697298002.6954634
0.476,0.68,1697298002.7112248
0.476,0.678,1697298002.7112248
0.468,0.654,1697298002.726623
0.466,0.652,1697298002.726623
0.458,0.622,1697298002.7423115
0.458,0.62,1697298002.7423115
0.452,0.592,1697298002.7582533
0.452,0.59,1697298002.7582533
0.446,0.554,1697298002.7739372
0.442,0.52,1697298002.7892714
0.442,0.518,1697298002.7892714
0.442,0.482,1697298002.80466
0.442,0.48,1697298002.80466
0.446,0.446,1697298002.819551
0.446,0.444,1697298002.819551
0.454,0.418,1697298002.8353407
0.456,0.416,1697298002.8353407
0.47,0.39,1697298002.8508894
0.484,0.376,1697298002.8669376
0.494,0.372,1697298002.882262
0.496,0.372,1697298002.8832684
0.504,0.374,1697298002.8976889
0.506,0.374,1697298002.8976889
0.512,0.382,1697298002.9129198
0.518,0.396,1697298002.9281068
0.522,0.412,1697298002.9442158
0.522,0.414,1697298002.9442158
0.524,0.43,1697298002.9599013
0.524,0.432,1697298002.9599013
0.526,0.45,1697298002.9758584
NaN,NaN,1697298002.9758584
NaN,NaN,1697298002.9914527
NaN,NaN,1697298002.9925191
NaN,NaN,1697298002.9938793
NaN,NaN,1697298003.0066714
NaN,NaN,1697298003.0066714
NaN,NaN,1697298003.0218608
NaN,NaN,1697298003.0379908
NaN,NaN,1697298003.0532281
NaN,NaN,1697298003.0532281
NaN,NaN,1697298003.0689828
NaN,NaN,1697298003.0843675
NaN,NaN,1697298003.099656
NaN,NaN,1697298003.100709
NaN,NaN,1697298003.1148174
NaN,NaN,1697298003.130209
NaN,NaN,1697298003.1614182
0.43,0.54,1697298003.1771996
0.432,0.54,1697298003.1927686
0.44,0.54,1697298003.2078223
0.442,0.54,1697298003.2078223
0.456,0.54,1697298003.2238684
0.458,0.54,1697298003.2238684
0.476,0.54,1697298003.2391706
0.486,0.54,1697298003.2552223
0.488,0.54,1697298003.270693
0.49,0.54,1697298003.3018205
0.492,0.54,1697298003.3173122
0.494,0.54,1697298003.3173122
