0.41,0.612,1697297878.7279801
0.41,0.602,1697297878.7435708
0.408,0.59,1697297878.759486
0.408,0.574,1697297878.7750945
0.408,0.572,1697297878.7756011
0.406,0.55,1697297878.7909346
0.404,0.524,1697297878.806271
0.404,0.522,1697297878.806271
0.402,0.492,1697297878.8221433
0.402,0.49,1697297878.8221433
0.4,0.458,1697297878.8374467
0.4,0.456,1697297878.8374467
0.398,0.422,1697297878.852982
0.398,0.42,1697297878.852982
0.398,0.39,1697297878.8681276
0.396,0.368,1697297878.8836448
0.396,0.356,1697297878.899506
0.396,0.354,1697297878.9152675
0.396,0.36,1697297878.9457288
0.396,0.362,1697297878.9473696
0.398,0.372,1697297878.9614792
0.398,0.374,1697297878.9614792
0.402,0.39,1697297878.9769318
0.406,0.408,1697297878.9921322
0.408,0.41,1697297878.9921322
0.414,0.434,1697297879.007452
0.414,0.436,1697297879.007452
0.426,0.464,1697297879.0228229
0.426,0.466,1697297879.0228229
0.44,0.496,1697297879.0386984
0.46,0.53,1697297879.054514
0.484,0.562,1697297879.0705414
0.508,0.588,1697297879.0866332
0.536,0.608,1697297879.10257
0.558,0.62,1697297879.1182728
0.56,0.62,1697297879.1182728
0.58,0.624,1697297879.1340377
0.598,0.622,1697297879.1497865
0.616,0.612,1697297879.16556
0.63,0.596,1697297879.181045
0.632,0.596,1697297879.181045
0.646,0.576,1697297879.1964552
0.646,0.574,1697297879.1964552
0.658,0.548,1697297879.2115355
0.668,0.516,1697297879.227552
0.672,0.482,1697297879.242961
0.672,0.48,1697297879.242961
0.674,0.446,1697297879.2584743
0.674,0.444,1697297879.2584743
0.676,0.408,1697297879.2740762
0.676,0.374,1697297879.2898169
0.676,0.372,1697297879.2898169
0.674,0.346,1697297879.3051932
0.674,0.344,1697297879.3051932
0.672,0.328,1697297879.320595
0.67,0.322,1697297879.335906
0.67,0.326,1697297879.3670585
0.67,0.328,1697297879.3670585
0.67,0.34,1697297879.382837
0.672,0.346,1697297879.398461
